date,sleep_duration,steps,active_energy,exercise_time,stand_hours,sleep_onset,wake_time,awake_count,awake_duration,longest_awake_duration,first_morning_awake_time
2026-04-01,7.6338888888888885,18275.0,396.7729999999998,35.0,14.0,26.03333333333333,32.60055555555556,4.0,30.116666666666667,21.066666666666666,31.112222222222222
2026-04-02,6.061666666666667,16453.0,420.8719999999997,45.0,12.0,25.53333333333333,32.82055555555556,3.0,19.566666666666666,17.55,29.559444444444445
2026-04-03,6.948333333333333,22958.0,739.1019999999982,116.0,14.0,26.21666666666667,33.05972222222222,4.0,8.033333333333333,3.5,31.06972222222222
2026-04-04,6.697222222222223,21453.0,462.0329999999982,49.0,13.0,25.95,32.335,4.0,5.016666666666667,2.5166666666666666,31.365277777777777
2026-04-05,6.2875,30583.0,547.5659999999978,52.0,14.0,26.116666666666667,32.78583333333333,1.0,4.516666666666667,4.516666666666667,32.317499999999995
2026-04-06,6.5888888888888895,23281.0,475.3730000000004,52.0,15.0,25.983333333333334,32.765277777777776,3.0,11.066666666666666,7.033333333333333,31.276944444444446
2026-04-07,6.596666666666666,9476.0,336.0799999999982,23.0,14.0,25.383333333333333,32.130833333333335,6.0,18.549999999999997,12.033333333333333,31.988611111111112
2026-04-08,6.438333333333333,18840.0,468.6899999999988,37.0,15.0,24.366666666666667,32.396388888888886,16.0,129.91666666666669,66.21666666666667,29.068333333333335
2026-04-09,5.861944444444443,19389.0,461.77699999999885,33.0,12.0,26.2,32.41388888888889,6.0,13.55,5.016666666666667,29.253333333333334
2026-04-10,5.978333333333333,22772.0,505.59999999999854,56.0,15.0,26.3,32.018055555555556,1.0,0.5,0.5,29.384444444444444
2026-04-11,5.7025,27832.0,546.4569999999983,60.0,13.0,25.75,33.32416666666667,4.0,21.566666666666666,17.566666666666666,31.217222222222222
2026-04-12,7.199166666666667,18307.0,443.5530000000003,27.0,14.0,25.683333333333334,32.751666666666665,6.0,8.066666666666666,2.5,29.365277777777777
2026-04-13,6.922777777777779,10502.0,370.0939999999969,27.0,14.0,25.633333333333333,32.965833333333336,4.0,16.55,12.533333333333333,29.044444444444444
2026-04-14,7.048611111111112,11096.0,335.7799999999993,33.0,12.0,25.75,33.231944444444444,3.0,7.016666666666667,4.016666666666667,30.598055555555554
2026-04-15,7.358333333333333,15392.0,387.37499999999943,35.0,12.0,25.933333333333334,32.230555555555554,3.0,7.516666666666667,3.5,31.963055555555556
2026-04-16,6.170555555555556,13209.0,390.5829999999992,28.0,15.0,25.816666666666666,32.784166666666664,1.0,3.0166666666666666,3.0166666666666666,30.225555555555555
2026-04-17,6.906388888888889,14904.0,403.6879999999973,27.0,13.0,26.266666666666666,33.21472222222222,3.0,2.5,1.5,31.793333333333333
2026-04-18,6.89,23136.0,490.49599999999884,43.0,13.0,26.35,33.030277777777776,6.0,9.516666666666666,4.016666666666667,29.008333333333333
2026-04-19,6.513888888888888,32131.0,581.351999999999,51.0,16.0,26.46666666666667,33.24583333333333,1.0,1.5,1.5,32.51027777777778
2026-04-20,6.739444444444444,22788.0,466.5129999999993,55.0,10.0,25.8,32.985,3.0,4.533333333333333,2.5,29.389722222222222
2026-04-21,7.0986111111111105,9580.0,300.41699999999713,28.0,10.0,25.916666666666668,32.18222222222222,3.0,4.516666666666667,2.5,NA
2026-04-22,6.187222222222222,24641.0,512.553999999999,49.0,15.0,25.8,32.99305555555556,1.0,5.516666666666667,5.516666666666667,30.33416666666667
2026-04-23,7.098888888888889,15604.0,410.15799999999746,36.0,15.0,26.2,31.789444444444445,2.0,4.016666666666667,2.5166666666666666,NA
2026-04-24,5.509999999999999,21315.0,496.96,37.0,14.0,26.95,34.07944444444445,6.0,10.566666666666666,3.0166666666666666,30.09111111111111
2026-04-25,6.9477777777777785,24345.0,496.5489999999941,60.0,13.0,25.1,33.36055555555556,6.0,8.05,3.0,29.037777777777777
2026-04-26,8.110277777777778,22483.0,462.64299999999696,37.0,12.0,26.633333333333333,32.77333333333333,4.0,8.55,3.5166666666666666,30.122777777777777
2026-04-27,5.986388888888889,8160.0,293.4400000000001,3.0,12.0,25.78333333333333,33.018055555555556,3.0,4.533333333333333,2.5,NA
2026-04-28,7.14861111111111,16819.0,401.81299999999715,37.0,11.0,25.983333333333334,33.100833333333334,7.0,32.11666666666667,10.55,32.10583333333334
2026-04-29,6.571944444444444,14704.0,367.68300000000005,12.0,14.0,25.53333333333333,34.14,3.0,12.55,10.533333333333333,30.210277777777776
2026-04-30,8.386388888888888,22398.0,471.2180000000001,40.0,13.0,25.933333333333334,33.44166666666666,2.0,5.016666666666667,4.016666666666667,32.13722222222222
